index,employee_count,country,number_of_technologies,annual_rev
36374,250,Australia,8,5000000
36375,7,United States,6,70000000
36376,5,Ireland,4,2400000
36377,92,Japan,9,7897000
36378,6,United States,0,261000
36379,370,United States,13,30031000
36380,320,United States,104,7400000
36381,3,United States,8,2400000
36382,5,Australia,0,7800000
36384,13,India,8,
36385,3,United States,10,1991000
36386,0,United States,7,
36387,8,Israel,8,434000
36389,940,United States,15,250000000
36390,13,United States,9,32499000
36391,0,Finland,5,
36392,0,Germany,2,
36393,4,United States,4,10000000
36394,50,United States,18,3700000
36395,0,Latvia,0,
36396,0,,5,
36397,0,Israel,2,
36398,3,Spain,0,3200000
36399,9,United States,8,2400000
36400,0,,4,
36401,1300,United States,29,525000000
36402,0,United States,8,
36403,0,United States,3,17500000
36404,59,United States,3,18000000
36405,3,United States,0,
36406,0,Switzerland,1,
36407,6,United States,0,1000000
36408,5,United States,4,3113000
36409,110,United States,7,35078000
36410,0,United States,7,
36411,10,United States,1,10000000
36412,0,United States,2,
36413,59,United States,10,5999000
36414,15,Brazil,7,
36415,14,United States,13,3000000
36416,43,United States,17,11393000
36418,330,United States,25,40200000
36419,0,United States,2,1500000000
36420,34,United States,14,4200000
36421,1,United States,7,3000000
36422,110,United States,23,425252000
36423,9,United States,2,
36424,0,,1,
36427,67,Cyprus,6,4029000
36428,6,,5,278000
36429,21,United States,7,24564000
36430,6,United States,8,1000000
36431,32,United States,15,994000
36432,5,United States,22,3066000
36433,290,United States,26,75000000
36434,170,United States,16,14100000
36436,8,Sweden,2,
36437,580,United States,7,45000000
36438,120,Italy,15,
36439,58,China,1,
36440,89,United States,2,13353000
36441,490,United States,10,270146000
36442,94,United Arab Emirates,2,21177000
36443,64,United States,9,3000000
36444,35,United States,5,2000000
36445,3,Israel,8,7400000
36446,120,United States,14,38000000
36447,0,United States,0,
36448,200,Zimbabwe,6,
36449,7000,United Arab Emirates,14,1536000000
36450,0,Australia,0,
36451,50,United States,1,5685000
36452,0,United States,0,13200000
36453,4,Portugal,4,2200000
36454,4,United States,4,10000000
36455,21,United States,9,5000000
36456,0,United Kingdom,13,
36457,0,United States,0,
36458,2,United States,8,
36459,6,United States,3,10000000
36460,4,United Kingdom,10,352000
36461,0,United States,0,
36462,12,United States,12,7932000
36463,5,China,3,36160000
36465,15,China,3,
36466,390,India,6,47847000
36468,5,,11,226000
36469,5,United States,12,226000
36470,12,United States,5,
36471,110,United States,7,285099000
36472,4,United States,2,27600000
36473,11,United States,12,900000
36474,110,United States,14,10800000
36475,4,United States,0,5033000
36476,30,United States,14,9558000
36477,31,United States,14,5900000
36478,0,United States,9,2000000
36479,0,United States,1,
36480,2,United States,2,2400000
36482,28,United Kingdom,29,9200000
36483,1,Japan,1,
36484,2000,India,40,8509000
36485,4,United States,2,305000
36487,3,,0,
36488,2,United States,4,3291000
36489,0,United States,0,
36490,18,Netherlands,7,393000
36492,10,Canada,7,10000000
36493,1,United States,6,3077000
36494,2,United States,7,1400000
36495,130,United States,7,50500000
36496,17,United States,21,21000000
36497,0,United States,3,
36498,0,United Kingdom,11,
36499,96,Italy,4,3000000
36500,3,United States,22,6000000
36501,0,,1,
36502,5,Germany,6,
36504,0,,3,
36505,4,India,2,
36506,2,United States,3,5000000
36507,12,United States,12,3500000
36508,2,Belgium,3,
36509,0,Hungary,1,
36510,2,United States,5,7000000
36511,0,United States,2,
36512,16,United States,6,5184000
36513,58,China,8,4359000
36514,2,Mexico,1,
36515,57,Lebanon,17,7474000
36516,4,United States,0,10000000
36517,0,Japan,20,
36518,10,Mexico,3,10000000
36519,0,United States,1,4200000
36520,0,Argentina,11,
36521,0,,13,
36522,9,United States,3,25000000
36523,30,United States,9,21400000
36524,59,United States,5,30190000
36525,10,United States,40,4200000
36526,15,United Kingdom,5,2890000
36528,72,United States,10,27019000
36529,7,Belgium,17,5759000
36530,0,United States,0,
36531,48,United States,14,11000000
36532,33,South Africa,9,4283000
36533,0,Russia,0,
36534,16,Italy,7,7000000
36535,0,,2,
36536,3,United States,7,1400000
36537,53,United States,8,59260000
36538,200,France,13,25090000
36539,100,United States,25,16000000
36540,0,,1,
36541,3,United States,5,
36542,4,United States,4,400000
36544,31,United States,3,2835000
36545,590,Ireland,0,29722000
36546,0,,5,
36547,48,United States,24,4000000
36548,0,,0,
36549,9,United States,4,23622000
36550,4,United States,6,3000000
36552,15,United Kingdom,13,10000000
36553,34,Canada,7,7000000
36554,0,Denmark,0,1400000
36555,0,United States,3,
36556,6,United States,11,5447000
36557,11,Singapore,2,7000000
36558,1,Germany,1,
36559,94,India,0,3253000
36560,0,India,0,
36561,4,United States,27,4066000
36562,530,United States,33,
36563,8,United States,9,553000
36564,0,Ireland,0,
36565,19,United States,8,2000000
36566,2300,United States,29,400000000
36567,0,France,4,
36569,70,United States,7,
36570,29,United States,16,5996000
36571,0,,0,
36572,320,India,21,3000000
36573,0,United States,0,
36574,40,United States,16,5930000
36575,18,United States,17,4540000
36576,40,United States,1,8457000
36577,0,United States,1,2400000
36578,80,Canada,6,4239000
36579,0,Sweden,0,
36580,33,Sweden,20,
36581,4800,United States,11,6809334000
36583,0,,7,
36584,6,Denmark,7,19747000
36586,0,Finland,1,
36587,0,United States,5,
36588,16,Finland,10,
36589,120,United States,1,40181000
36590,0,Sweden,2,
36591,0,Sweden,1,7000000
36592,11,Finland,13,
36593,160,United States,6,11800000
36594,27,United States,3,37400000
36595,0,United States,5,
36596,0,Sweden,5,
36597,2,United States,5,
36598,4,United States,2,23046000
36599,2,United Kingdom,2,396000
36600,120,United States,5,3889000
36601,7,Sweden,23,4000000
36602,65,Norway,11,12000000
36603,940,Estonia,23,6090000
36604,430,United States,15,150000000
36605,140,Canada,8,415714000
36606,3,Hong Kong,1,13700000
36607,0,United States,1,
36608,0,United States,6,
36609,0,United States,6,
36610,120,United States,15,10000000
36611,0,,1,
36612,20,United States,7,3399000
36613,0,United States,7,
36614,17,Canada,17,12000000
36615,16,United States,7,15845000
36616,11,United States,9,14761000
36617,3,United States,12,30851000
36619,720,United States,11,3487000
36620,4,Canada,7,1089000
36621,62,Brazil,36,
36622,4,United States,2,15104000
36623,59,United States,19,34000000
36626,0,United States,0,
36627,15,United States,12,3000000
36628,680,United States,14,17426000
36629,2,United States,3,34700000
36630,230,United States,16,6900000
36631,37,United States,1,500000000
36632,41,United States,23,14500000
36633,15,United States,11,1005000
36634,1100,United States,17,136500000
36635,4,United States,3,4000000
36636,15000,United States,47,2542783000
36637,3,Germany,8,
36638,21,United States,11,3000000
36640,22,Australia,14,3822000
36641,350,United States,17,40469000
36642,8,France,6,5000000
36643,2,Ireland,4,
36644,190,Finland,19,10000000
36645,0,Czechia,2,
36646,2,United States,6,
36647,26,United States,12,2400000
36648,57,United States,14,8000000
36649,29,New Zealand,28,
36650,180,United States,7,15700000
36652,1,United States,16,
36653,27,United States,20,4800000
36654,0,United States,0,
36655,16,United States,2,
36656,0,United States,1,
36657,0,United States,0,
36658,4,United States,14,6000000
36659,2,Spain,2,3966000
36660,3,United States,3,6000000
36661,2,United States,2,18221000
36662,33,United States,11,4881000
36663,48,Mexico,1,3001000
36664,5,United States,25,2064000
36665,110,United States,0,22863000
36666,11,Hong Kong,11,
36667,0,United States,0,
36670,11,Netherlands,11,3869000
36671,0,United States,5,
36672,1,United States,7,
36673,40,United States,3,4260000
36674,6,United States,10,7245000
36675,1,United States,0,6000000
36676,34,United States,24,5000000
36677,30,Germany,4,6800000
36678,0,United States,0,
36680,260,United Kingdom,18,45878000
36681,0,United States,4,4200000
36682,0,France,2,17500000
36684,140,India,11,28800000
36685,0,United States,0,
36686,54,Australia,5,1121000
36687,3,Argentina,0,
36689,2,United States,11,2005000
36690,4,United States,5,3576000
37001,180,United States,11,
37003,520,United States,13,143000000.0
37004,38,United States,4,2228000.0
37005,0,United States,2,
37006,3,United States,5,12757000.0
37007,3,United States,2,2200000.0
37008,60,United States,13,5000000.0
37009,12,Denmark,8,1817000.0
37010,10,United States,0,10000000.0
37011,7100,Canada,41,1460127000.0
37012,130,United States,3,15000000.0
37013,0,United States,2,
37014,3,United States,9,24120000.0
37015,0,,4,
37016,73,United States,18,96000000.0
37017,240,United Kingdom,16,17233000.0
37018,6,United States,6,14000.0
37019,2,United States,35,6000000.0
37020,46,United States,9,12428000.0
37030,6,Israel,3,28085000.0
37023,2,United States,0,
37024,4,United States,14,7000000.0
37025,41,India,12,2796000.0
37026,0,United States,15,
37028,3,United States,1,230000.0
37029,7,Italy,6,
37022,0,United States,1,
37031,10,Israel,20,5000000.0
37032,2,United States,0,5000000.0
37033,410,United States,33,682000000.0
37034,59,Ireland,10,408000.0
37035,11,United States,10,5000000.0
37037,7,Portugal,17,6000000.0
37038,58,United States,24,4650000.0
37039,0,United States,5,10200000.0
37040,0,Germany,4,
37041,25,Spain,6,1547000.0
37042,2700,United States,22,1138988000.0
37043,11,United States,9,3891000.0
37044,11,United States,0,2803000.0
37045,0,Turkey,5,
37046,6,United States,4,3507000.0
37048,13,United Kingdom,14,1444000.0
37049,140,Canada,4,362148000.0
37050,3,United States,0,2000000.0
37051,1,Canada,11,17500000.0
37052,20,United States,1,2304000.0
37053,0,China,1,
37054,380,United States,17,12200000.0
37055,29,United States,8,7156000.0
37056,120,United States,1,12000000.0
37057,67,United States,31,30000000.0
37058,42,United States,6,40596000.0
37059,540,United States,1,600000000.0
37060,14,Canada,22,1200000.0
37061,2,United Kingdom,10,
37062,81,United States,17,31596000.0
37063,7,United States,3,4000000.0
37064,6,United States,17,7000000.0
37065,590,China,6,
37066,2,United States,7,
37067,69,United States,6,18213000.0
37068,8,United States,4,7000000.0
37069,25000,United States,41,24274000000.0
37070,11,United States,11,3500000.0
37071,150,New Zealand,13,3000000.0
37072,1,Ireland,9,3400000.0
37074,140,United States,39,58900000.0
37075,50,United States,23,2000000.0
37076,0,,1,7000000.0
37077,79,United States,18,7300000.0
37078,0,United Kingdom,3,7000000.0
37079,1,Malaysia,6,
37080,46,United States,4,8985000.0
37082,7,United States,20,7700000.0
37083,11,Austria,5,15600000.0
37084,1,United States,3,3666000.0
37086,76,United States,3,5500000.0
37087,0,,4,
37088,0,Canada,2,
37089,9,Brazil,15,
37090,0,United Kingdom,0,
37091,0,United States,2,
37092,0,Canada,3,
37093,4,Sweden,4,
37094,2600,India,31,479436000.0
37095,33,Luxembourg,17,7000000.0
37096,6,United States,5,12111000.0
37098,0,Canada,9,
37099,22000,United States,61,12767577000.0
37100,4,United States,13,1200000.0
37101,69,Sweden,6,10074000.0
37102,93,Belgium,12,868000.0
37103,24,Spain,1,6361000.0
37104,0,,0,
37105,5,United States,1,90000.0
37106,18,Brazil,7,
37107,0,Japan,3,
37108,6,Brazil,2,2800000.0
37109,300,Ireland,6,12018000.0
37110,5,United States,0,459000.0
37111,12,China,0,
37112,500,Luxembourg,4,18623000.0
37113,6,United States,1,25000000.0
37114,120,Colombia,11,1926000.0
37115,1900,United States,22,75000000.0
37116,0,United States,4,2000000.0
37117,2200,United States,19,1432600000.0
37118,8,Germany,3,2200000.0
37119,0,United States,0,
37120,0,United States,5,90000000.0
37125,8,United States,13,14600000.0
37121,24,United States,0,
37122,0,United States,3,
37123,61,United States,11,30000000.0
37124,630,United States,38,200000000.0
37127,58,Sweden,8,349000.0
37128,2,United States,2,19516000.0
37129,0,United States,1,7500000.0
37130,9,United States,4,4500000.0
37126,19,Jordan,8,48838000.0
37131,67,United States,10,17223000.0
37132,36,United States,1,6954000.0
37133,520,United States,19,226800000.0
37135,4,United States,0,
37136,19,United States,23,3400000.0
37137,0,United States,3,
37138,0,Brazil,1,
37139,4,United States,6,10792000.0
37140,89,United States,18,5041000.0
37141,6,United States,7,327000.0
37142,19,United States,10,6000000.0
37143,0,United States,30,7000000.0
37144,0,Spain,0,
37145,0,Germany,0,
37146,5,United States,1,4000000.0
37147,230,United States,28,300000000.0
37149,4,United States,6,12000000.0
37150,64,United Kingdom,5,5000000.0
37151,5,Argentina,5,559000.0
37152,24,United Kingdom,18,7000000.0
37153,0,United States,0,7000000.0
37154,20,United States,5,6000000.0
37155,21,United States,5,6000000.0
37156,0,United Kingdom,0,
37159,1700,United States,35,563004000.0
37160,32,United States,3,11000000.0
37161,37,United States,33,9689000.0
37163,0,Brazil,10,
37164,76,India,14,40000000.0
37165,0,Italy,3,
37166,0,United States,8,6000000.0
37167,2,India,4,1441000.0
37168,20,Sweden,9,
37169,59,United States,22,25000000.0
37170,85,United States,17,15200000.0
37171,52,Switzerland,8,20114000.0
37173,0,United States,1,
37174,22,United States,17,6000000.0
37175,2,United Kingdom,2,2400000.0
37176,1,France,13,220000.0
37177,4,United States,7,
37178,36,United States,2,981000.0
37179,5,Brazil,9,
37180,63,United States,0,19450000.0
37181,26,United States,1,337000.0
37182,25,United States,18,5871000.0
37183,63,United States,22,3200000.0
37184,210,Sweden,10,
37185,0,Germany,0,
37186,4,Australia,10,
37187,71,United States,2,2600000.0
37188,31,China,1,
37189,8,United States,22,3806000.0
37190,21,Canada,3,4154000.0
37191,100,United Kingdom,13,116996000.0
37192,66,United States,14,1438000.0
37193,130,United States,18,12000000.0
37194,460,United States,27,10000000.0
37195,12,United States,3,3000000.0
37197,36,Australia,3,4405000.0
37199,3,Japan,7,
37200,5,United States,0,7000000.0
37201,19,United States,14,27500000.0
37202,31,United States,12,4268000.0
37203,0,Germany,3,
37204,0,United Kingdom,0,2400000.0
37205,19,United States,1,609000.0
37206,5,New Zealand,8,
37207,2,Mexico,9,
37208,16,United Kingdom,15,10000000.0
37209,76,India,12,25000000.0
37210,2,Malaysia,9,6000000.0
37211,13,United States,1,10000000.0
37212,8,United States,2,9754000.0
37213,10,United States,3,10000000.0
37214,75,United States,6,
37215,79,United States,7,32984000.0
37216,3,Argentina,4,
37218,43,United States,17,16324000.0
37219,30,United States,0,3806000.0
37220,190,Canada,9,7530000.0
37222,0,United States,0,2400000.0
37223,10,China,0,
37224,51,France,23,10000000.0
37225,13,Spain,13,362000.0
37226,0,United States,0,
37227,22,United States,13,12000000.0
37229,55,Netherlands,2,10000000.0
37231,29,Israel,13,
37232,550,Canada,25,38000000.0
37233,23,United States,3,3928000.0
37234,0,Canada,4,2400000.0
37235,23,Italy,28,5000000.0
37236,32,United States,20,6000000.0
37237,50,Denmark,7,7000000.0
37238,26,United States,3,6456000.0
37240,100,United States,3,10000000.0
37241,0,United States,1,2400000.0
37242,230,United States,11,43522000.0
37243,2,United States,2,6000000.0
37244,44,United States,12,30000000.0
37245,54,United States,5,6696000.0
37246,14,United States,17,4000000.0
37247,930,United States,18,100000000.0
37249,58,United States,11,9000000.0
37250,1,Denmark,1,
37251,6,United States,4,2586000.0
37253,18,United Kingdom,5,6000000.0
37254,1,United States,0,7000000.0
37255,6,Colombia,16,334000000.0
37256,7000,United States,33,2329114000.0
37257,20,United States,18,4594000.0
37258,14,United Kingdom,4,364000.0
37259,18,Hong Kong,13,5300000.0
37260,140,United States,10,807704000.0
37262,0,United States,2,
37263,11,United States,4,2400000.0
37264,0,Germany,1,
37265,56000,United States,28,502797000.0
37266,240,Spain,14,
37267,38,United Kingdom,4,3477000.0
37268,0,United States,1,
37269,69,United States,3,26214000.0
37270,0,United States,2,
37271,0,Russia,2,
37272,0,United States,22,
37273,0,Russia,8,
37274,0,United States,8,
37275,15,Canada,14,12000000.0
37276,7,Mexico,0,
37277,6,United Kingdom,6,6407000.0
37278,580,United States,23,1018000000.0
37279,0,United Kingdom,0,7000000.0
37280,3,United States,0,13421000.0
37281,11,United States,19,6000000.0
37282,0,Mexico,0,
37283,0,United States,0,
37284,0,Argentina,1,
37285,1,Argentina,4,
37286,0,,0,
37287,1,Spain,9,1449000.0
37288,11,United States,5,6000000.0
37290,27,Netherlands,15,1140000.0
37291,3,United States,6,6000000.0
37292,1,United States,5,1400000.0
37293,1,France,3,1400000.0
37294,56,Spain,5,
37295,0,United States,1,
37297,0,United States,8,
37298,5,Greece,2,693000.0
37299,0,United States,5,
37300,3,United States,7,7000000.0
37301,0,United States,0,2400000.0
37302,36,United States,1,6555000.0
37303,0,United States,10,
37305,0,United States,4,
37306,6,United States,7,485000.0
37307,3,Netherlands,10,386000.0
37308,17,Spain,1,25000000.0
37309,71,United States,16,55000000.0
37310,5,Japan,20,657000.0
37311,31000,United States,22,8465000000.0
37312,140,Australia,26,219000.0
37313,0,India,0,
37314,3,United States,2,
37315,2,United States,0,7457000.0
37316,17,Canada,16,3000000.0
37317,10,,0,10000000.0
37318,2,Switzerland,5,681000.0
37319,10,,0,10000000.0
37320,2,Poland,2,2400000.0
37321,0,United States,4,1400000.0
37322,22,,0,
37323,4,United States,0,499000.0
37324,6,Malaysia,5,2142000.0
37325,4,United States,0,239000.0
37326,0,Spain,4,1400000.0
37327,6,United States,7,
37328,4,United States,3,3200000.0
37329,93,Colombia,11,
37330,0,Australia,0,2400000.0
37331,13,United Kingdom,19,3100000.0
37332,13,United Kingdom,19,3100000.0
37333,2,United States,1,1023000.0
37335,10,United States,1,2000000.0
37336,0,United States,1,
37337,73,United States,2,37500000.0
37338,39,United States,26,10810000.0
37339,4,United States,18,2913000.0
37340,120,United States,14,23821000.0
37341,0,Russia,1,
37342,17,Canada,10,10000000.0
37343,130,United States,12,97500000.0
37344,65,France,11,1000000.0
37345,1,United States,16,4930000.0
37347,0,,0,7000000.0
37348,3,United States,5,
37349,24,United States,19,3678000.0
37350,6,United States,16,5356000.0
37354,0,United States,2,
37351,0,United States,2,
37353,26000,United States,37,7600000000.0
37355,2,Germany,12,
37357,0,United States,4,
37358,1,United States,3,2400000.0
37359,2,United States,1,1400000.0
37360,69,United States,24,2649000.0
37356,1,Spain,0,3415000.0
37361,0,United States,3,
37362,120,United States,3,42140000.0
37363,49,United States,5,10363000.0
37365,33,United States,3,2800000.0
37366,0,Israel,0,
37367,1,United States,5,6000000.0
37368,0,United States,0,
37369,0,Canada,0,
37370,0,United States,7,
37371,37,United States,20,16000000.0
37372,65,Australia,9,132000.0
37373,0,,1,
37376,3,United States,6,2000.0
37377,52,Finland,11,10000000.0
37378,3,Kenya,4,2400000.0
37379,5,Belgium,5,327000.0
37380,39,United States,11,3731000.0
37382,0,Switzerland,1,7000000.0
37383,0,Japan,6,
37384,0,,18,
37385,7,United States,16,2360000.0
37386,95,,15,7000000.0
37387,15,China,1,15581000.0
37388,9,Poland,17,374000.0
37389,480,United States,11,12000000.0
37390,1,United States,3,
37391,120,United States,14,20000000.0
37392,0,United States,2,
37393,0,Russia,2,
37394,0,Argentina,0,
37395,0,United States,0,
37397,12,Italy,15,4800000.0
37398,2,United States,0,
37399,440,United States,15,33725000.0
37400,0,,1,
37401,6500,Netherlands,32,1300201000.0
37403,11,France,1,7000000.0
37404,37,Russia,4,1500000.0
37405,91,Israel,18,5500000.0
37406,33,Japan,21,
37407,12,United States,8,5000000.0
37408,0,India,0,
37409,92,United States,21,2000000.0
37410,27,United States,17,14000000.0
37411,0,United States,0,
37412,0,,7,
37413,98,United States,0,141617000.0
37414,58,United States,4,5284000.0
37416,130,France,19,10000000.0
37417,11,United States,3,
37418,9,Netherlands,13,5000000.0
37419,10,,0,10000000.0
37420,0,China,2,
37421,140,United States,11,44635000.0
37422,28,Germany,3,
37423,10,United States,9,1000000.0
37424,20,United States,4,4420000.0
37425,1200,Brazil,23,18000000.0
37426,7,United States,0,10000000.0
37427,1,,3,
37428,2,United States,8,3015000.0
37429,0,United States,0,
37430,41,United States,6,13000000.0
37431,2,United States,4,
37432,32,United Kingdom,22,4404000.0
37433,21,United States,10,4993000.0
37435,0,United States,14,7000000.0
37436,810,United States,21,149368000.0
37437,0,United States,3,1400000.0
37438,59,United Kingdom,1,4884000.0
37439,3,Brazil,3,
37440,2,United States,6,3921000.0
37441,11,Brazil,8,5326000.0
37442,7,United Kingdom,8,
37443,120,Indonesia,32,2226000.0
37444,72,United States,34,3800000.0
37445,24,Spain,1,6361000.0
37446,140,United States,14,2100000.0
37447,570,Pakistan,40,
37448,0,United States,1,
37449,690,France,12,43545000.0
37450,290,United States,28,6466000.0
37451,0,Malaysia,0,
37452,9,Argentina,22,1400000.0
37453,0,,14,
37454,610,United States,24,104000000.0
37455,16,United States,19,5000000.0
37456,390,United States,35,44086000.0
37457,21,China,12,1000000.0
37458,170,United States,20,45000000.0
37459,2,United States,1,
37460,3,United States,5,
37461,2,Chile,22,
37462,45,United States,14,2600000.0
37463,6,United States,3,9867000.0
37464,210,United Kingdom,9,12428000.0
37465,0,,2,
37466,3,United States,8,10637000.0
37467,180,United States,5,249000.0
37468,81,United States,37,8000000.0
37469,130,United States,8,39853000.0
37470,15,Finland,19,45060000.0
37471,11,Germany,4,1200000.0
37472,2,,2,35000000.0
37473,1,United Kingdom,5,
37474,240,United States,16,90520000.0
37475,160,United Kingdom,23,7640000.0
37476,9,United States,22,6606000.0
37478,0,Israel,6,17500000.0
37479,2,United States,2,3828000.0
37481,0,,4,
37482,3,United States,3,
37483,210,Thailand,21,14000000.0
37484,70,United States,2,19000000.0
37485,0,United States,2,
37486,33,United States,24,52800000.0
37487,5,United States,6,2376000.0
37488,67,United States,18,7500000.0
37489,2,United States,5,15700000.0
37490,11,United States,12,25000000.0
37492,120,India,14,10000000.0
37493,70,United States,9,13000000.0
37494,2,United States,10,2071000.0
37496,59,United States,7,1500000.0
37497,20,United States,5,2000000.0
37499,28,United States,9,59900000.0
37500,2,United States,2,4884000.0
37501,0,United States,1,
37502,0,United States,3,
37503,130,Spain,9,14000000.0
37504,44,United States,6,6500000.0
37506,24,United Kingdom,0,16634000.0
37507,3,United States,1,4800000.0
37508,61,United States,12,12500000.0
37509,2,Peru,21,576000.0
37510,2,India,1,
37511,8,France,11,
37512,320,United States,4,15895000.0
37513,450,Brazil,16,
37514,3,United States,5,6600000.0
37515,80,United States,10,30000000.0
37516,25000,United States,36,10300000000.0
37517,5,United States,6,5446000.0
37518,1,Romania,7,
37519,0,United States,3,2000000.0
37520,5,United States,27,201000.0
37521,0,Switzerland,9,2000000.0
37522,0,United States,0,2400000.0
37523,0,United States,0,2400000.0
37524,7,United Kingdom,0,
37525,92,United States,1,12538000.0
37526,2,United States,11,1577000.0
37527,12,Singapore,10,10000000.0
37528,3,United States,0,6000000.0
37529,16,United States,14,1546000.0
37530,160,United States,6,10000000.0
37531,10,Morocco,6,
37532,0,United States,1,1400000.0
37533,0,Singapore,1,
37534,22,United Kingdom,13,4501000.0
37535,0,,1,37500000.0
37536,85,Canada,8,2833000.0
37537,2,United States,10,2800000.0
37538,50,United States,5,4000000.0
37539,80,United States,23,12791000.0
37540,320,United States,33,485000000.0
37548,25,United States,13,22346000.0
37541,0,United States,0,
37542,0,United States,1,
37543,39,United Kingdom,10,4400000.0
37544,66,United States,5,25481000.0
37545,24,United States,17,20000000.0
37546,2,Brazil,9,
37547,6,United States,9,2000000.0
37550,0,Sweden,0,
37549,0,United States,0,
37551,0,Brazil,0,
37553,1,United States,34,13945000.0
37554,0,United States,1,
37555,210,United States,11,7095000.0
37556,12,United States,5,16300000.0
37557,900,United States,30,203613000.0
37558,0,United States,3,
37559,82,United Kingdom,15,17250000.0
37560,390,United States,21,17272000.0
37552,55,United States,2,14292000.0
37561,27,United States,1,3637000.0
37562,63,United States,0,16402000.0
37563,18,United States,13,8000000.0
37564,3,United States,2,4492000.0
37565,21,United States,8,
37566,0,United States,35,
37567,10,Switzerland,14,2000000.0
37568,110,United States,14,20000000.0
37569,2,United States,5,2000000.0
37570,17,Germany,7,1000000.0
37571,64,United Kingdom,15,628000.0
37572,2,United States,12,1000000.0
37574,7,United States,18,10000000.0
37575,210,France,11,30287000.0
37576,0,Switzerland,2,
37577,0,United States,0,
37578,30,United States,5,3200000.0
37579,13,United States,6,18908000.0
37580,83,United States,3,24673000.0
37581,0,United States,0,2000000.0
37582,150,United States,4,52980000.0
37585,34,Canada,18,7166000.0
37586,5,Ireland,7,3500000.0
37587,38,United States,11,44421000.0
37588,29,United States,13,227000.0
37589,5,United States,11,2000000.0
37591,45,United States,2,11574000.0
37592,24,United States,24,11000000.0
37593,14,Canada,10,3500000.0
37595,1,,11,7000000.0
37596,39,United States,3,5217000.0
37597,57,United States,8,47500000.0
37600,0,United States,0,
37602,4,United States,3,1000000.0
37603,85,United States,7,
37604,6,Brazil,4,466000.0
37605,4,Germany,5,7000000.0
37606,7,United States,9,6663000.0
37608,690,United States,29,18100000.0
37609,0,United States,1,1400000.0
37610,29,Germany,5,
37611,9,United States,3,1500000.0
37612,12,Mexico,2,365000.0
37613,190,United States,11,30000000.0
37614,0,Poland,2,
37616,120,Singapore,9,15000000.0
37617,0,United States,1,
37618,0,Chile,2,
37619,24,United States,18,4620000.0
37620,0,Brazil,7,
37621,3,United States,16,2000000.0
37622,170,Brazil,11,2500000.0
37624,26,United Kingdom,19,1500000.0
37625,8,United States,5,4544000.0
37626,130,United States,0,30128000.0
37627,18,Canada,22,
37628,450,United States,25,25000000.0
37630,0,United States,29,2400000.0
37634,0,South Africa,5,
37635,5,United States,29,405000.0
37631,170,United States,28,200000000.0
37632,52,United States,7,22805000.0
37633,2700,United States,23,623315000.0
37638,28,United States,2,26201000.0
37639,2,United States,5,7000000.0
37640,0,United States,1,
37636,0,United States,3,
37637,110,United States,0,36010000.0
37641,5,Australia,8,
37642,130,United States,13,10000000.0
37643,2,United States,1,1400000.0
37644,23,United States,2,70000000.0
37645,0,United States,5,
37646,0,Australia,3,
37647,0,United States,2,
37648,9,United States,7,3663000.0
37649,76,United States,1,22504000.0
37651,0,United States,1,
37652,26,Netherlands,7,3000000.0
37653,0,Netherlands,0,
37654,0,United States,14,
37655,2800,India,31,3500000000.0
37656,110,France,3,99999000.0
37657,440,India,19,10000000.0
37658,0,United States,5,2000000.0
37659,24,Spain,1,6361000.0
37660,2,United States,3,
37669,98,United States,12,3500000.0
37661,4,United States,5,2000000.0
37662,1100,China,10,2154206000.0
37663,6,Canada,1,16135000.0
37664,0,United Kingdom,2,
37665,160,Canada,19,2329000.0
37666,43,Australia,0,3194000.0
37667,0,United States,0,
37668,2,United Kingdom,6,231000.0
37670,0,United States,2,
37671,230,Turkey,23,4200000.0
37672,0,Malaysia,6,
37673,150,United States,25,13500000.0
37675,66,United States,9,10000000.0
37677,2,Costa Rica,9,
37678,0,United States,1,
37680,150,United Kingdom,23,29000000.0
37681,38,Australia,18,7269000.0
37682,60,Australia,29,14500000.0
37683,5,United States,2,
37684,0,United States,5,
37686,34,United States,2,2617000.0
37687,680,United States,20,15785000.0
37688,16,United States,22,5000000.0
37689,140,United States,3,10036000.0
37690,5,United States,8,100000.0
37691,77,United States,2,25116000.0
37692,160,United States,29,70000000.0
37694,0,United States,5,
37696,10,Finland,25,
37697,10,,1,354000.0
37698,20,United States,26,1000000.0
37699,51,United States,17,3200000.0
37700,20,United States,6,1700000.0
37702,0,United States,4,
37703,480,United States,20,250000000.0
37704,45,United States,14,4500000.0
37705,24,United States,26,7000000.0
37706,2,United States,14,4139000.0
37707,0,United States,5,
37708,28,United States,8,5522000.0
37709,0,South Korea,0,
37710,10,Canada,12,4413000.0
37711,9,United States,16,7000000.0
37712,2,Australia,14,298000.0
37713,4,United Kingdom,10,
37714,2,United States,1,10000000.0
37715,49,United States,6,14732000.0
37716,31,United States,9,4800000.0
37717,1,United States,1,
37718,1,United States,0,
37719,5,Brazil,1,
37720,9,United States,12,6383000.0
37721,300,United States,11,45000000.0
37722,180,Australia,8,5000000.0
37723,67,Germany,5,3000000.0
37724,950,United States,17,176725000.0
37725,13,United States,2,21152000.0
37726,0,,7,7000000.0
37727,12,United States,18,1000000.0
37728,14,Egypt,0,
37729,0,United States,2,
37730,7,United States,1,30072000.0
37731,0,,2,
37732,2,Japan,8,5000000.0
37733,19,United States,12,
